"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","id","u_teamid","count","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_source_file","main_IV_measurement","main_IV_time","main_IV_effect","package","inv_weight","additionalinfo","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","HresultF","AME_sup_p05","AME_sup_p10","countries","iv_type","mator","software","indepv","twowayfe","cluster_any","mlm_re","mlm_fe","logit","dichotomize","dv_type","stat_cat","belief_cat","topic_cat","total_score_cat","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE"
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv",NA,"sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m8",96,1121,0.0037,-0.00023,0.00763,0.00393,1.8408,0.06565,"Unemp","Stock","UN","cri_macro","Immigrant, foreign-born","current","Total","logit",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0037,-0.00023,0.00763,"Reject",0,1,0,"Reject",0,0,14,"Stock","logit","Stata","Soc_Spending","Yes","No","No","No","Yes","dichotomous","Unemp","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Low"
NA,"Unemp",NA,NA,NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m80",96,1193,-6e-05,-0.01991,0.0198,0.01985,-0.00592,0.99528,"Unemp","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-6e-05,-0.01991,0.0198,"Reject",0,1,0,"Reject",0,0,14,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Unemp","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m81",96,1194,-0.00122,-0.01631,0.01388,0.01509,-0.15844,0.87411,"IncDiff","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00122,-0.01631,0.01388,"Reject",0,1,0,"Reject",0,0,14,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","IncDiff","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m82",96,1195,0.00148,-0.00407,0.00703,0.00555,0.52297,0.601,"OldAge","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00148,-0.00407,0.00703,"Reject",0,1,0,"Reject",0,0,14,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","OldAge","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Mid"
NA,NA,NA,NA,"House",NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m83",96,1196,-0.00257,-0.02777,0.02263,0.0252,-0.19984,0.84161,"House","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00257,-0.02777,0.02263,"Reject",0,1,0,"Reject",0,0,14,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","House","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Mid"
NA,NA,NA,NA,NA,"Health",NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m84",96,1197,0.00177,-0.00577,0.00931,0.00754,0.45974,0.6457,"Health","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00177,-0.00577,0.00931,"Reject",0,1,0,"Reject",0,0,14,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Health","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m85",96,1198,-0.07249,-0.23976,0.09477,0.16727,-0.84943,0.39564,"Jobs","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0126994856173897,-0.0420034304266155,0.0166027072970068,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Jobs","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,"Unemp",NA,NA,NA,NA,NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m86",96,1199,-0.01094,-0.2695,0.24762,0.25856,-0.08293,0.93391,"Unemp","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00191657294322311,-0.0472135656488692,0.0433804197624229,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Unemp","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m87",96,1200,-0.04095,-0.2685,0.18661,0.22755,-0.35271,0.72431,"IncDiff","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00717400932586713,-0.047038376165942,0.032692109409037,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","IncDiff","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m88",96,1201,0.11728,-0.06121,0.29577,0.17849,1.2878,0.19782,"OldAge","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0205462225576971,-0.0107233482499714,0.0518157933653656,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","OldAge","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,NA,NA,"House",NA,NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m89",96,1202,-0.05853,-0.25906,0.142,0.20053,-0.57208,0.56727,"House","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0102538404357266,-0.0453845874471096,0.0248769065756565,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","House","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK",NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv",NA,"sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m9",96,1122,-0.00728,-0.01108,-0.00349,0.0038,-3.75258,0.00018,"IncDiff","Stock","UN","cri_macro","Immigrant, foreign-born","current","Total","logit",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00728,-0.01108,-0.00349,"Reject",0,1,0,"Reject",1,1,14,"Stock","logit","Stata","Soc_Spending","Yes","No","No","No","Yes","dichotomous","IncDiff","Low","Lowest","Lowest","Low","Low","High","Low","Mid","Low"
NA,NA,NA,NA,NA,"Health",NA,NA,"Flow",NA,"main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m90",96,1203,0.10127,-0.04318,0.24572,0.14445,1.37408,0.16942,"Health","Flow","UN","cri_macro","Immigrant, foreign-born","per wave","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0177414389360333,-0.0075646818727947,0.0430475597448613,"Reject",0,1,0,"Reject",0,0,12,"Flow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Health","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m91",96,1204,-0.00309,-0.00855,0.00238,0.00546,-1.10753,0.26806,"Jobs","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00309,-0.00855,0.00238,"Reject",0,1,0,"Reject",0,0,12,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Jobs","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,"Unemp",NA,NA,NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m92",96,1205,-0.0021,-0.01055,0.00635,0.00845,-0.48724,0.62609,"Unemp","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0021,-0.01055,0.00635,"Reject",0,1,0,"Reject",0,0,12,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","Unemp","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m93",96,1206,-0.00033,-0.00776,0.00711,0.00743,-0.08707,0.93062,"IncDiff","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00033,-0.00776,0.00711,"Reject",0,1,0,"Reject",0,0,12,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","IncDiff","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,NA,NA,"ChangeFlow","main_IV_as_control","mlm_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,"ols",NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w2006","w2016","AU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,"allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t96m94",96,1207,-0.00093,-0.00676,0.0049,0.00583,-0.31313,0.75418,"OldAge","Change in Flow","UN","cri_macro","Immigrant, foreign-born","1-year","Within","reg",96,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00093,-0.00676,0.0049,"Reject",0,1,0,"Reject",0,0,12,"ChangeFlow","ols","Stata","None","No","No","No","Yes","No","dichotomous","OldAge","Low","Lowest","Lowest","High","Low","High","Low","Mid","Mid"
