"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"271","t29m46",29,"Unemp","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.51931,0.0098882915561484,-0.0201864786347306,0.0399630617470274,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.009888,-0.020186,0.039963,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,1079,NA,NA,0.009888,"2",0.19776,NA,-0.020186,2,755,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,0.315564318089749,-0.114469144783149,0.115908845416461,-0.0884352412683136,0.0498057130914036,0.0247602467791295,0.135158035295185,0.655949184984181,0.52667973242513,0.371036756844215,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"487","t48m11",48,"OldAge","Flow","Mplus","Soc_Spending","ml_glm","continuous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.38951,0.0157652124012995,-0.0192685929349216,0.0525507080043316,"eeurope","Other","mlm_any","Reject","Other","Low","Mid","High","Mid","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,5,"1996 & 2006","Includes Eastern/CE Europe",0.015765,-0.019269,0.052551,-0.399394330070352,4.5,0.0227600649556338,0.20047134909257,0.540321923333333,1136,NA,NA,0.015765,"2",0.3153,NA,-0.019269,2,756,0,-0.792453807665155,0.0323703729099887,0.18275191784521,0.552383610697318,0.816019468242617,0.110943462511594,0.213472444731525,0.281020015168914,0.170116745288176,-0.0625515974485419,0.0570307179847518,0.15473663765427,0.802142245251693,0.561731687440677,0.399941538204582,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"333","t31m48",31,"Health","Flow","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.57608,0.00754628166942202,-0.0189077447399585,0.0340003080788026,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.007546,-0.018908,0.034,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,1034,NA,NA,0.007546,"2",0.15092,NA,-0.018908,2,757,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,-0.0569211831321029,0.0715275776281588,0.180888456954843,0.131435099243553,-0.0853225050441256,0.0879094434653765,0.0862115293974721,0.788829382231887,0.456750116839562,0.35409077190307,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"314","t31m30",31,"Health","Flow","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.52818,0.00880749866152598,-0.0185591583768631,0.0361741556999151,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.008807,-0.018559,0.036174,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,1067,NA,NA,0.008807,"2",0.17614,NA,-0.018559,2,758,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,0.205481518865097,0.0715275776281588,0.105929151548031,-0.0956797461202364,-0.439461624185545,0.125438340162335,0.0813168788077008,0.755619134331194,0.426174091171447,0.444726421566731,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"718","t64m10",64,"Scale","Flow","Stata","None","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","Other","w2016",0.58535,0.00701376782831146,-0.0181842966597655,0.0322100806261217,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Low","Low","High","Immigrant, foreign-born",NA,NA,NA,NA,4,"Other","All Available (~26)",0.007014,-0.018184,0.03221,-0.101450903333681,4,-0.284249223952075,-0.863069674199395,0.581149144,1021,NA,NA,0.007014,"2",0.14028,NA,-0.018184,2,759,0,-0.108098828235273,-0.408148180169424,-0.80014058840283,-1.97020860197746,1.17317918200326,-0.299574455486189,0.27220825180878,-0.103724528114732,-0.0961293776220085,-0.32162399290106,0.113042764192486,0.0617382764486157,0.599074868980589,0.317376260755586,0.470096085624966,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"325","t31m40",31,"OldAge","Flow","Stata","Emp_Rate","ml_glm","continuous","No","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.55229,0.00770918886423545,-0.0177130919779934,0.0331332213967311,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Net Migration","emplrate_ivC",NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.007709,-0.017713,0.033133,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,1039,NA,NA,0.007709,"2",0.15418,NA,-0.017713,2,760,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,0.145944211317856,-0.0116814823979528,0.165508132265762,0.101905902655619,-0.0276424641316707,0.128054955966453,0.110684782346328,0.634093986731835,0.321402926755302,0.51494870117597,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"1001","t84m5",84,"House","Stock","R","Soc_Spending","ologit","continuous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.17566,0.038,-0.017,0.093,"Other","Other",NA,"Support","orig13","Low","Mid","Mid","Mid","Low","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,4,"1996 & 2006","13 Rich Democracies Only",0.038,-0.017,0.093,-0.431763352035427,4.5,-0.105699306802092,-0.10327704252805,0.303667483333333,1201,NA,NA,0.038,"2",0.76,NA,-0.017,2,761,0,-0.8668031618486,0.0323703729099887,-0.22851170973824,-0.168071275888018,-1.25425204841721,-0.238372738946998,0.0225810717304461,-0.0620800203984645,-0.0605620228156875,-0.228256499395648,0.157493936093934,0.144947336474727,0.62854281930108,0.34262293649137,0.475540760235591,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"388","t37m3",37,"Scale","Flow","Stata","None","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016",0.77104,0.00295860486064387,-0.0169703753048655,0.0228858333358864,"Other","Other","mlm_any","Reject","Other","Mid","High","High","High","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"Other","Other",0.002959,-0.01697,0.022886,-0.142597803703685,4.66666666666667,0.81628186247228,0.662474456329296,0.651198046,863,NA,NA,0.002959,"2",0.05918,NA,-0.01697,2,762,0,-0.202610348307186,0.179209890603129,2.72321781416553,1.64819977107402,1.78597244539564,0.0176454342287511,-0.114469144783148,0.0621870371999889,0.0849040316741872,-0.460150674222391,0.17112238433968,0.144947336474727,0.631925702589847,0.335488334079229,0.404214574165657,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"273","t29m48",29,"OldAge","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.62406,0.0056421943493984,-0.0169230796676616,0.0282057166761916,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.005642,-0.016923,0.028206,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,967,NA,NA,0.005642,"2",0.11284,NA,-0.016923,2,763,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,-0.166766999695596,0.110684782346329,-0.162090941088616,-0.063533058351206,-0.554311934700348,0.208651281036638,0.140052685884956,0.598715454689154,0.304912308411114,0.494850223829318,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"109","t17m3",17,"Scale","Flow","Stata","Soc_Spending","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge",NA,NA,"Scale","Other","Other","w1996","w2006","w2016",0.78109,0.00277818076316233,-0.0168162265613861,0.0223743397779776,"eeurope","allavailable",NA,"Reject","Other","Mid","High","Mid","Mid","Mid","Net Migration","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC",3,"1996, 2006 & 2016","All Available (~26)",0.002778,-0.016816,0.022374,-0.0859562283534915,6,-0.0988388382473471,-0.158970442476802,0.53396088,850,NA,NA,0.002778,"2",0.05556,NA,-0.016816,2,764,0,-0.072508655652905,1.35392603214823,-0.206547868983454,-0.300169365130727,0.760372564557911,0.0232005350894478,-0.00189218121840958,0.215720346717615,0.158926771544291,-0.0870930322582835,0.236962508052129,0.110684782346328,0.550408982008146,0.289791266339669,0.459184160044239,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
"842","t68m64",68,"Jobs","Flow","Stata","Emp_Rate","ml_glm","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.8077,0.00219311621404744,-0.0154674250559416,0.0198536574840365,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.002193,-0.015467,0.019854,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,820,NA,NA,0.002193,"2",0.04386,NA,-0.015467,2,765,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.320269777522094,-0.0459440365263517,-0.103140176216137,-0.319479950339966,0.0154752711166967,0.268686724775695,0.0666329270383868,0.568817632524783,0.29125512645776,0.417910628372134,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"1112","t95m8",95,"OldAge","Flow","Stata","Soc_Spending","ols","continuous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.6053,0.00552307941125525,-0.0154236327992713,0.0264697916217818,"eeurope","allavailable",NA,"Reject","Other","High","Mid","Mid","Mid","Mid","Net Migration","emplrate_ivC","socx_ivC",NA,NA,3,"1996, 2006 & 2016","All Available (~26)",0.005523,-0.015424,0.02647,0.424443736567061,4,-0.0724543372146574,0.0728833911237594,0.423981255,961,NA,NA,0.005523,"2",0.11046,NA,-0.015424,2,766,0,1.09984396618537,-0.408148180169424,-0.122077694030799,0.249760221326804,-0.20173778101781,-0.296440177390879,0.223261745911068,-0.147128966242842,-0.0197266119541083,-0.551494535870086,0.271083400642139,0.091106179987243,0.559566805435693,0.292474068532948,0.493276948571077,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
"42","t101m47",101,"IncDiff","Flow","Stata","Unemp_Rate","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","Other",0.14439,0.0449133384410354,-0.0153956057550024,0.105222282637073,"Other","Other","mlm_any","Support","orig13","Low","High","Mid","Mid","Mid","Net Migration","emplrate_ivC",NA,"unemprate_ivC","gdp_ivC",3,"Other","13 Rich Democracies Only",0.044913,-0.015396,0.105222,-0.63574163951231,6,-0.118040177673038,0.0917163439174333,0.437261614,1210,NA,NA,0.044913,"2",0.89826,NA,-0.015396,2,767,0,-1.33532686199977,1.35392603214823,-0.268021098990869,0.294429734790369,-0.0855601636922404,-0.123503225689124,-0.0263654341672663,-0.185098752454213,-0.164774675832625,0.00511945643622168,0.232851292060048,0.091106179987243,0.545087234019533,0.293329727725003,0.484116539610255,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"774","t68m103",68,"House","Stock","Stata","Soc_Spending","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.98289,0.00017,-0.01537,0.01571,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.00017,-0.01537,0.01571,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,707,NA,NA,0.00017,"2",0.0034,NA,-0.01537,2,768,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.125585831297561,-0.266203313066057,-0.191713146407693,0.0833364675348906,0.357768475587675,0.211971965930712,0.120474083525871,0.548766150074615,0.290985010880666,0.419979415233024,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
"424","t41m10",41,"Scale","Flow","Mplus","Unemp_Rate","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","w2006","w2016",0.40924,0.0108604796542285,-0.0149331595245642,0.0366541188330213,"Other","Other","mlm_any","Reject","Other","Mid","High","High","Mid","High","Immigrant, foreign-born",NA,NA,"unemprate_ivC",NA,4,"2006 & 2016","Other",0.01086,-0.014933,0.036654,-0.101003106182372,5.33333333333333,0.195920134603336,-0.0852460724411892,0.728850856,1098,NA,NA,0.01086,"2",0.2172,NA,-0.014933,2,769,0,-0.107070269848772,0.766567961375675,0.737125159917631,-0.125303969567009,2.46528528960679,-0.0828657389083885,0.179209890603126,-0.0981291698750778,-0.0861568659627805,0.543996073827453,0.199576389960863,0.100895481166785,0.39222188472401,0.182187180464805,0.445349079291259,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"808","t68m33",68,"House","Stock","Stata","GDP_Per_Capita","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.98526,0.00014,-0.01471,0.015,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.00014,-0.01471,0.015,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,705,NA,NA,0.00014,"2",0.0028,NA,-0.01471,2,770,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.189002818823064,-0.339623071912626,-0.198365907831691,0.0723692845006902,0.403249687787608,0.237105286657821,0.0960008305770141,0.359011636823316,0.15161115479669,0.53598472895492,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"306","t31m23",31,"House","Stock","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.84052,0.00163,-0.01426,0.01751,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00163,-0.01426,0.01751,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,793,NA,NA,0.00163,"2",0.0326,NA,-0.01426,2,771,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,-0.560199256388473,0.291786854167866,0.364687043678721,0.361671394257117,-0.305572776305217,0.300658207570374,0.110684782346328,0.485728537561995,0.222698357132295,0.529924528490412,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"1100","t94m5",94,"Scale","Stock","R","Soc_Spending","ols","continuous","Yes","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","w1996","w2006","w2016",0.51338,0.007,-0.014,0.028,"Other","Other",NA,"Reject","Other","High","Low","Low","Low","Low","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"1996, 2006 & 2016","Other",0.007,-0.014,0.028,0.412487548576358,2,-0.284492287645875,-0.671574986967474,0.263178484,1018,NA,NA,0.007,"2",0.14,NA,-0.014,2,772,0,1.0723814479615,-2.17022239248708,-0.800918758613989,-1.51600608773441,-1.60845297554901,-0.317978137109625,0.144947336474728,-0.190493432922093,-0.132398036419532,-0.449323117730994,0.300658207570374,0.110684782346328,0.485728537561995,0.222698357132295,0.529924528490412,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"846","t68m68",68,"House","Flow","Stata","Emp_Rate","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.80985,0.00195488633776114,-0.0139662264972845,0.0178777508630736,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.001955,-0.013966,0.017878,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,811,NA,NA,0.001955,"2",0.0391,NA,-0.013966,2,773,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.172458824153352,-0.0557333377058941,0.242097325850722,-0.0225764131759919,0.0362997853368548,0.288262631600525,0.0911061799872427,0.329184272211389,0.113900526716434,0.555294192548647,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"877","t68m96",68,"House","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.82451,0.00175344195707786,-0.0137455135236663,0.0172523974378221,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.001753,-0.013746,0.017252,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,802,NA,NA,0.001753,"2",0.03506,NA,-0.013746,2,774,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.0699686171091998,0.291786854167865,0.522470781422493,0.374298527705783,-0.204313949748485,0.299958573327944,0.0764222282179289,0.361651322986676,0.19319704823779,0.536199807063923,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"427","t41m2",41,"Scale","Flow","Mplus","None","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","w2006","w2016",0.35321,0.0122180396110071,-0.0135755995677857,0.0380116787897999,"Other","Other","mlm_any","Reject","Other","Mid","High","High","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,4,"2006 & 2016","Other",0.012218,-0.013576,0.038012,-0.101003106182372,5.33333333333333,0.195920134603336,-0.0852460724411892,0.705378973333333,1111,NA,NA,0.012218,"2",0.24436,NA,-0.013576,2,775,0,-0.107070269848772,0.766567961375675,0.737125159917631,-0.125303969567009,2.25995142759608,0.0423505284971623,-0.0312600847570379,-0.241278433471754,-0.200615653733743,0.165155101217082,0.249478829374692,0.0176864211406739,0.20846558404978,0.105146644112674,0.513205504172712,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"174","t23m38",23,"Unemp","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","Yes",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.53955,0.00615018452677361,-0.013498525196046,0.0257988942495932,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.00615,-0.013499,0.025799,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,988,NA,NA,0.00615,"2",0.123,NA,-0.013499,2,776,0,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,0.0540122751621422,-0.114469144783149,-0.175874858397122,-0.0803256772829194,-0.230521349105645,0.272876792829503,0.0323703729099876,0.210030422013233,0.0751952186125089,0.560356242359848,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"265","t29m40",29,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.46896,0.00790537817411829,-0.0134915184349787,0.0293040264734821,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,"socx_ivC",NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.007905,-0.013492,0.029304,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,1042,NA,NA,0.007905,"2",0.1581,NA,-0.013492,2,777,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,0.303421847768729,-0.0997851930138354,0.18251068536235,0.0425710954269132,-0.129906568984119,0.31676826509679,0.0421596740895301,0.252065126207901,0.109755215602224,0.52196427599024,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"785","t68m12",68,"House","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.93006,0.00063236018631879,-0.0134880150544451,0.0147509837368159,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.000632,-0.013488,0.014751,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,745,NA,NA,0.000632,"2",0.01264,NA,-0.013488,2,778,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.001192443640809,0.00300246937136152,0.568054388863724,0.493778617403436,0.0814589730555745,0.351900485927304,0.0127917705509025,0.228105705396296,0.0779602478589208,0.537233605454958,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"862","t68m82",68,"House","Flow","Stata","Soc_Spending","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.80137,0.00196714816962881,-0.0133583899747011,0.0172909346236919,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"2006 & 2016","All Available (~26)",0.001967,-0.013358,0.017291,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,813,NA,NA,0.001967,"2",0.03934,NA,-0.013358,2,779,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.239104750672286,-0.0557333377058941,0.0669067032354926,-0.130949364502787,-0.0284718779671347,0.379059659136266,-0.0361547353468101,0.211255000345325,0.0686680523062666,0.558397965838175,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"256","t29m32",29,"OldAge","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.44625,0.00848168427189912,-0.0133461281428334,0.0303077449963649,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.008482,-0.013346,0.030308,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,1059,NA,NA,0.008482,"2",0.16964,NA,-0.013346,2,780,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,0.322591941228755,0.0715275776281588,0.167800470804496,-0.0757092180766786,-0.184564827871554,0.379059659136266,-0.0361547353468101,0.211255000345325,0.0686680523062666,0.558397965838175,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"800","t68m26",68,"House","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.78831,0.00207224958563748,-0.0130553475585428,0.0171980950395509,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.002072,-0.013055,0.017198,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,816,NA,NA,0.002072,"2",0.04144,NA,-0.013055,2,781,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.277142928786727,-0.00678683180818147,0.0371188952610097,-0.142999676789488,0.00351409857366909,0.379535987587135,-0.00678683180818259,0.348132888146537,0.149842700954222,0.586263007015682,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"1167","t96m59",96,"House","ChangeFlow","Stata","None","ols","dichotomous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.81127,0.00181,-0.01304,0.01666,"Other","allavailable","mlm_any","Reject","orig13","Low","High","Low","Mid","Mid","Net Migration",NA,NA,NA,NA,4,"1996 & 2006","13 Rich Democracies Only",0.00181,-0.01304,0.01666,-1.13508799270782,6,-0.253722245526001,0.102538885683808,0.4058475975,807,NA,NA,0.00181,"2",0.0362,NA,-0.01304,2,782,0,-2.4822901194625,1.35392603214823,-0.702408241475687,0.320099510552004,-0.360372432516911,0.0375143040579075,0.0764222282179298,0.453070942721304,0.188106428631149,0.145268137720822,0.446392425141215,-0.0802065906547515,0.342582117851569,0.11951159332901,0.560258804808295,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
